id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16766894,Delightful garden apartment in Mount Pleasant,49904968,Anna,,Mount Pleasant,49.25804,-123.10904,Entire home/apt,85,1,197,2019-10-20,5.83,2,0
16779964,40 floor sub-penthouse with stunning views,6773625,Sasha,,Downtown Eastside,49.28389,-123.10862,Entire home/apt,250,90,4,2019-06-08,0.15,3,215
16783985,Luxury Suite Near UBC/Airport/Downtown,3261467,Rose,,Kerrisdale,49.22479,-123.16333,Entire home/apt,100,3,62,2019-10-03,1.88,1,267
16795187,Amazing view luxurious 2br/2br condo in Downtown,111635046,Natalia,,Downtown,49.28011,-123.10852,Entire home/apt,240,2,69,2019-10-13,2.17,1,0
16807951,"Stunning private, 3 bed,2 bath pet friendly home.",8533620,Kelly,,Kitsilano,49.25928,-123.18521,Entire home/apt,248,3,1,2019-10-08,0.91,1,131
16810371,Newly Renovated 1 BDR Garden Suite in Dunbar,4710337,Christina,,West Point Grey,49.25805,-123.18622,Entire home/apt,95,30,1,2019-08-24,0.38,1,57
16815670,Comfy 3 Bedroom Suite,88801855,Ricky,,Renfrew-Collingwood,49.24913,-123.04172,Entire home/apt,100,1,143,2019-10-20,4.25,1,77
16817056,Cozy 1 bedroom located in South East Vancouver.,33783257,Mike,,Victoria-Fraserview,49.2308,-123.05741,Entire home/apt,59,2,87,2019-09-01,2.63,1,338
16826920,Pristine garden level suite 1 bdrm close to UBC,111969787,Patty,,West Point Grey,49.26064,-123.19175,Entire home/apt,115,30,16,2018-08-30,0.48,1,132
16826922,COAL HARBOUR 1 BR + DEN,84114246,Olga,,Downtown,49.28931,-123.12662,Entire home/apt,180,31,1,2018-10-03,0.07,1,192
16845789,Large/Comfort Bedroom With One QueenSize Bed,87837487,Mike,,Renfrew-Collingwood,49.2554,-123.05539,Private room,59,5,166,2019-10-19,4.90,3,11
16847264,Bright 1 BR suite-Great location!,67266938,Alison,,Kensington-Cedar Cottage,49.24997,-123.0691,Entire home/apt,125,5,32,2019-09-30,1.05,4,150
16911694,Modern Garden Suite,11335902,Lyndsay,,Kensington-Cedar Cottage,49.24171,-123.07702,Entire home/apt,81,3,133,2019-10-22,4.06,1,80
16914589,"Groovy East Van Guest Pad - a cosy, retro space.",4686337,Tim,,Kensington-Cedar Cottage,49.25444,-123.07999,Entire home/apt,70,1,215,2019-10-20,6.37,1,0
16917557,Luxurious 3 Bedroom 2 Bath Home Queen Elizabeth Pk,56003889,Taressa,,Riley Park,49.23485,-123.1036,Entire home/apt,257,2,28,2019-05-30,0.83,2,0
16929381,2 Bdrm Condo With  Views of the Ocean,103785884,Shelley,,Downtown,49.27526,-123.12932,Entire home/apt,495,3,13,2019-10-14,0.47,1,324
16934327,"Designer Condo - Cool, Modern, Spacious & Bright!",25217605,Alexis,,Downtown,49.28066,-123.10569,Entire home/apt,139,1,132,2019-10-22,4.07,1,161
16945691,Cozy downtown condo with beautiful city views!,26275332,Leah,,Downtown,49.27784,-123.11055,Entire home/apt,81,1,177,2019-10-16,5.24,2,311
16947736,Heart of Downtown - privet room.,3669318,Vava,,Downtown,49.27808,-123.12517,Private room,50,1,115,2019-10-26,3.41,1,20
16960121,"Spacious, bright, modern home",84608877,Alexia,,Dunbar Southlands,49.25694,-123.19705,Private room,400,5,4,2018-07-09,0.14,2,312
16965617,Renovated 1 bedroom top floor downtown apartment,5762545,Emilia,,Downtown,49.276,-123.12977,Entire home/apt,100,1,140,2019-10-23,4.22,1,225
16987578,City Cottage Spacious Studio Bdrm - FALL 40% OFF,113740248,Ellen & Juan,,Kensington-Cedar Cottage,49.25179,-123.08196,Entire home/apt,55,1,27,2019-11-08,1.81,2,32
16987742,"4 Beds, +2Bath+Prkng+Pool+Gym+Sauna+Jacuzzi +View!",113745433,Dean,,Downtown,49.2809,-123.10691,Entire home/apt,199,30,49,2018-10-02,1.45,1,365
16999218,Owl's Den,15029850,Pawel,,Kitsilano,49.26119,-123.17484,Private room,38,30,83,2019-09-27,2.68,2,116
17009219,Modern home in Vancouver's top neighbourhood,8215919,M,,Dunbar Southlands,49.25408,-123.19021,Entire home/apt,386,4,6,2019-07-12,0.19,1,127
17042292,Family-Friendly Modern 2 BRM Garden Suite,114371452,Jill,,Mount Pleasant,49.25758,-123.07785,Entire home/apt,145,30,67,2019-07-27,2.11,2,4
17072359,Beautiful character home in Vancity close to Ocean,988889,Mireille,,Hastings-Sunrise,49.28493,-123.05337,Entire home/apt,199,6,4,2019-07-19,0.14,2,98
17075234,Entire One Bedroom Suite Downtown - With Parking,99778691,Jason,,Downtown,49.27848,-123.10687,Entire home/apt,88,1,261,2019-10-18,8.07,1,48
17076303,VistaSky: Modern Jewel Box w Chefs kitchen,869514,Harvey,,Kensington-Cedar Cottage,49.23805,-123.07857,Entire home/apt,445,2,15,2019-09-22,0.53,1,343
17095540,Beautiful Centrally Located Vancouver Townhome,23433411,Bryan,,Mount Pleasant,49.25768,-123.09607,Entire home/apt,345,30,8,2017-11-25,0.26,1,180
17095596,"Cozy 2 bed condo with parking, close to skytrain!",107318864,Jenny,,Renfrew-Collingwood,49.23449,-123.02386,Entire home/apt,90,1,85,2019-10-27,2.59,1,144
17099102,Entire 1bedroom+parkingDT Vancouver,28016034,Chloe,,West End,49.28076,-123.12668,Entire home/apt,156,1,200,2019-11-03,6.12,2,235
17099873,Beautiful Private Home-Great Location 3 bedrooms,113812826,Donald,,Renfrew-Collingwood,49.24122,-123.03964,Entire home/apt,370,2,39,2019-11-04,1.19,6,319
17109516,Dual Modern Coal Harbour Apartments 5Beds + 3Baths,54751193,Vish,,West End,49.2872,-123.12559,Entire home/apt,1000,2,31,2019-09-14,0.98,3,357
17110544,Beautiful Private Home-Great Location 2 bedrooms,113812826,Donald,,Renfrew-Collingwood,49.24129,-123.04148,Entire home/apt,342,30,27,2019-08-08,0.82,6,319
17121025,5 Blocks From The Ocean,162500,Maddy,,Kitsilano,49.26599,-123.16482,Private room,55,32,0,,,3,0
17144454,Heritage House in Strathcona Vancouver,36718746,Birgit And Andrew,,Downtown Eastside,49.2783,-123.0795,Entire home/apt,399,3,5,2018-09-13,0.22,3,0
17157602,Modern 2BR Apt in Mt Pleasant Character House,25144709,Ben,,Mount Pleasant,49.25805,-123.0909,Entire home/apt,199,2,61,2019-08-06,2.06,1,0
17190695,Master Bedroom for Monthly Stays,13977920,Rich,,West End,49.28313,-123.13375,Private room,67,30,0,,,3,90
17192541,Private Cozy Suite in Cedar Cottage!,2712422,Vanessa,,Kensington-Cedar Cottage,49.2521,-123.08498,Entire home/apt,140,30,41,2018-06-28,1.39,2,155
17195893,Last Minute Nov now 6% off 3bd/2bth limited time,77267781,Albert,,Kensington-Cedar Cottage,49.2382,-123.07889,Entire home/apt,210,3,66,2019-10-18,2.07,1,94
17209424,Private 1 Bed+ Den.Beautiful Views.Free parking,115826875,Alan,,West End,49.27903,-123.12928,Entire home/apt,140,1,134,2019-11-02,4.40,1,135
17224321,Clean & Home-like apartment.,90276779,Wideok,,Kitsilano,49.26976,-123.1514,Private room,45,2,153,2019-09-18,4.66,1,40
17256037,Luxurious Living at the Shangri-la w/Amazing Views,102554136,Bonnie,,West End,49.28447,-123.12482,Entire home/apt,327,30,0,,,3,180
17282580,Asian Heritage meets Pacific West Coast,57153336,Armand,,Downtown Eastside,49.27787,-123.09955,Entire home/apt,99,2,87,2019-10-27,2.75,2,53
17286856,The Pender Palace,116612603,Dawn,,Downtown Eastside,49.28155,-123.09087,Entire home/apt,317,2,55,2019-08-09,1.75,1,0
17298664,Garden View Room in Beautiful Kitsilano Home,9977019,Karin,,Kitsilano,49.2587,-123.16082,Private room,69,2,45,2019-09-08,1.42,2,344
17299083,3 Bdr off Commercial - great for families!,636605,Jeff,,Kensington-Cedar Cottage,49.25902,-123.07274,Entire home/apt,180,2,16,2019-08-25,0.49,1,85
17302474,Spacious Downtown Vancouver Master Bedroom,16308860,Lee,,Downtown,49.27806,-123.10806,Private room,50,2,140,2019-10-14,4.55,2,42
17331922,Entire Downtown Vancouver Condo with Amenities,16308860,Lee,,Downtown,49.27824,-123.10745,Entire home/apt,100,2,22,2019-09-30,0.76,2,7
17346506,# 313 -Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26487,-123.08542,Entire home/apt,91,30,9,2019-10-25,0.45,8,365
17347671,Soak up the Subtle Nautical Vibe at a Coal Harbour Townhouse,8924838,Tina,,Downtown,49.2896,-123.12223,Entire home/apt,250,1,237,2019-10-27,7.16,1,329
17370451,Brand New Private Cozy 2 Bedroom Suite,8145852,Nicole,,South Cambie,49.25197,-123.12576,Entire home/apt,300,1,54,2019-09-29,1.82,4,356
17383030,Lotusland Garden Suite,9625270,Odette,,Hastings-Sunrise,49.28556,-123.05336,Entire home/apt,169,3,37,2019-09-18,1.14,1,337
17383802,D24 -  Superb 1 bedroom,30899,Rami,,Downtown,49.27397,-123.11478,Entire home/apt,96,30,1,2019-05-18,0.17,43,343
17389223,(Amazing Location) Modern Loft in Historic Gastown,19748213,Charlie,,Downtown Eastside,49.28217,-123.10247,Entire home/apt,123,28,195,2019-10-26,5.98,8,40
17404142,"NEW 2BR  private suite, near subway, city centre",14301035,Maggie,,South Cambie,49.25582,-123.12442,Entire home/apt,151,5,44,2019-10-05,1.36,1,80
17406661,Modern home in East Vancouver w/ huge rooftop deck,45376768,Helen,,Kensington-Cedar Cottage,49.25231,-123.07066,Entire home/apt,294,2,66,2019-08-26,2.08,1,0
17438123,Cozy Suite in DT Vancouver@ Burrard / Alberni,117882824,Pat / Stefanie,,West End,49.28445,-123.12253,Entire home/apt,139,2,150,2019-11-04,4.77,1,157
17439101,Robson Street living  Room- B&B and gracious host.,87411885,Villy,,West End,49.29046,-123.13423,Private room,36,30,81,2019-04-01,2.51,1,318
17478640,"Amazing False Creek view, private room.",118398900,Daniel,,Downtown,49.27614,-123.11794,Private room,99,3,94,2019-10-20,2.90,1,165
17497068,Brand New One Bedroom Condo,7808966,Sheryn,,Hastings-Sunrise,49.28181,-123.02491,Entire home/apt,149,2,130,2019-09-23,4.13,1,144
17497419,Beautiful Central Kitsilano Home,7292335,Aaron,,Kitsilano,49.26885,-123.14565,Entire home/apt,250,1,161,2019-11-07,5.21,1,268
17517890,Garden Level Cedar Cottage 2 Bdrm,20769453,Julien,,Kensington-Cedar Cottage,49.25368,-123.0817,Entire home/apt,120,3,22,2019-09-02,0.68,2,256
17517922,"PANORAMIC VIEW, BEST LOCATION DOWNTOWN CITY LIVING",118772537,Andrew,,Downtown,49.2819,-123.11252,Entire home/apt,100,2,160,2019-11-02,4.92,1,281
17528689,Rustic Cozy Spacious Suite in Vancouver,57798,Andrew,,Hastings-Sunrise,49.26914,-123.03934,Entire home/apt,100,1,81,2019-10-01,2.59,1,0
17535015,Top Floor Private Large Apartment Great Location!,114907359,Kristen,,Kensington-Cedar Cottage,49.23874,-123.06547,Entire home/apt,129,1,72,2019-10-24,2.22,1,0
17543399,2BDR Cambie Broadway-CanadaLine Stn-WIFI Parking,66964288,Denelle,,Mount Pleasant,49.25941,-123.11055,Entire home/apt,298,30,45,2019-10-18,1.46,1,304
17546167,MAGNIFICENT MAIN ST LOVELY 2 BDRM & GREAT LOCATION,116599166,Jamie,,Sunset,49.21781,-123.10252,Entire home/apt,151,31,6,2018-08-09,0.32,1,88
17558614,Central Downtown -  one bedroom_Beautiful & Bright,74945603,Nareman,,Downtown,49.28022,-123.12488,Entire home/apt,85,1,103,2019-10-20,3.48,1,141
17591174,Central 2 bedroom suite w/ free parking & wifi,119520299,Angeline,,Victoria-Fraserview,49.22458,-123.07559,Entire home/apt,110,3,21,2019-08-18,0.65,1,53
17593485,Home/Huge Hot Tub @ Little Mnt on the bike route,119295976,Clayton,,Riley Park,49.24406,-123.10596,Entire home/apt,176,3,4,2019-08-20,0.15,1,89
17605873,Kim's Place,117802311,Kim,,Hastings-Sunrise,49.27245,-123.05013,Entire home/apt,145,2,145,2019-11-03,4.75,1,256
17607712,"Kitsilano Summer Suite - Near Bus, Food, & Shops!",62158887,Marcus,,Arbutus Ridge,49.25779,-123.17696,Entire home/apt,100,2,54,2019-11-05,1.72,1,26
17623680,Cozy Private Room,102350659,Diana,,West End,49.28497,-123.1317,Private room,59,30,7,2019-10-02,0.22,1,63
17624444,Beautiful and bright room in character apt,48901553,Lindsay,,Grandview-Woodland,49.27899,-123.06637,Private room,85,1,64,2019-10-27,2.24,2,147
17624646,2BR bright character apt above antique shop,48901553,Lindsay,,Grandview-Woodland,49.27726,-123.06649,Entire home/apt,185,3,22,2019-09-02,0.78,2,126
17626592,Luxe DT Vancouver Pied-à-terre,32786989,Diana,,Downtown,49.2802,-123.11702,Entire home/apt,195,31,18,2018-09-29,0.59,1,270
17640274,"Cozy, warm home in Vancouver",25922356,Binia,,Marpole,49.2139,-123.13358,Entire home/apt,88,2,35,2019-10-12,1.19,1,28
17649877,Luxury Spacious Condo with Stunning Views!,48821353,Cameron,,Downtown,49.28838,-123.12432,Entire home/apt,596,31,0,,,1,358
17655199,Spacious home minutes to downtown,1113348,Colin &  Iris,,Downtown Eastside,49.28065,-123.09026,Entire home/apt,149,2,165,2019-10-27,5.36,1,102
17656294,Garden level Apartment; Long Term available,16132652,Richard,,Kensington-Cedar Cottage,49.24095,-123.08715,Entire home/apt,94,3,92,2019-11-02,2.90,2,264
17683724,Fairview Slopes Townhouse by Seawall with View,12399675,Lindsey,,Fairview,49.26578,-123.12063,Entire home/apt,269,3,32,2019-09-03,1.22,1,158
17685666,Main Street Gem with Park & Mountain Views,3296594,Bree,,Mount Pleasant,49.25815,-123.10503,Private room,99,3,27,2019-08-26,0.92,1,1
17703644,Modern suite in the fantastic SOMA location,3627533,Kody,,Mount Pleasant,49.2571,-123.10525,Entire home/apt,170,1,113,2019-10-19,3.56,1,305
17714487,Luxe High-Rise Apartment with Striking City Views,4292086,Anne,,West End,49.2883,-123.1277,Entire home/apt,195,30,49,2019-08-29,1.52,12,335
17733636,Designer Suite with Panoramic View,120563931,B.F.,,Downtown,49.27987,-123.11719,Entire home/apt,100,31,45,2019-03-01,1.44,1,127
17734782,Centrally Located 2-Level Guesthouse in Vancouver,120948353,Star,,Hastings-Sunrise,49.28921,-123.05326,Entire home/apt,115,2,103,2019-10-28,3.23,1,25
17738026,The Teal Suite - 2 bedroom house in Vancouver,82002904,Allan,,Kensington-Cedar Cottage,49.23482,-123.07775,Entire home/apt,176,30,20,2019-10-20,0.73,1,199
17750927,Spacious and charming lantern suite,22166022,Meagan,,Hastings-Sunrise,49.27023,-123.03586,Entire home/apt,70,4,97,2019-10-24,3.05,1,0
17761640,Heart of Downtown/ 2 bedrooms,121218456,Lilian,,Downtown,49.28021,-123.12501,Entire home/apt,250,15,3,2017-07-31,0.09,1,55
17768059,Amazing view 1 bed in coal harbour,28309854,Rina,,West End,49.28726,-123.12649,Entire home/apt,148,30,40,2017-10-02,1.25,1,95
17790697,Modern New Two-bed Condo in DT Van,121532918,May,,Downtown,49.27655,-123.115,Entire home/apt,125,61,3,2019-08-31,0.10,1,15
17833279,King bed in 2 BR apartment in Chinatown,677632,Kyle,,Downtown Eastside,49.28122,-123.09772,Private room,75,2,66,2019-10-24,2.10,2,186
17843927,Mountain views in renovated Mount Pleasant gem!,10578314,Erin,,Kensington-Cedar Cottage,49.25051,-123.08909,Private room,100,2,34,2019-10-04,1.17,3,90
17844486,Mountain views in Mount Pleasant/Riley Park!,10578314,Erin,,Kensington-Cedar Cottage,49.24993,-123.08824,Private room,115,1,16,2019-08-26,0.51,3,0
17844795,Mountain View Room in Mount Pleasant!,10578314,Erin,,Kensington-Cedar Cottage,49.2505,-123.0888,Private room,199,2,3,2018-12-31,0.09,3,0
17847161,Cozy Vancouver Special on Commercial Drive,50668496,Rachel,,Kensington-Cedar Cottage,49.25712,-123.07099,Private room,59,1,170,2019-11-08,5.50,2,54
17848238,"Brand new, 2br+2ba duplex in Kitsilano.",122110847,Andrew,,Kitsilano,49.26719,-123.17847,Entire home/apt,302,1,144,2019-10-22,4.57,2,175
17849718,"Large, private 1 bed executive condo in yaletown",83325096,George,,Downtown,49.27607,-123.11646,Entire home/apt,293,30,21,2019-09-01,0.69,1,50
17891295,Condo middle of DT Vancouver 2 bdrs + Parking,31782098,Ziad,,Downtown,49.28241,-123.12377,Entire home/apt,170,31,30,2019-09-03,1.03,1,181
17905368,"West End Jem! Jr. 1br, parking, 2blks from Beach",23633177,Tammy-Leigh,,West End,49.29254,-123.1397,Entire home/apt,148,60,9,2017-10-09,0.29,2,0
17906967,Mount Pleasant Artist's Studio,40245152,Roman,,Mount Pleasant,49.26721,-123.09823,Entire home/apt,78,1,182,2019-11-01,5.92,1,55
17907461,Downtown Vancouver / Yaletown Luxury Living (2),58766804,Shelley And Doug,,Downtown,49.27567,-123.12785,Entire home/apt,170,30,13,2019-11-03,0.43,2,90
17911210,Spacious Loft | 2-Levels w/Balcony (shared room),1522256,Natalia,,Downtown Eastside,49.28281,-123.10748,Shared room,149,1,47,2019-10-06,1.54,3,85
17928928,Large  Private Heritage 2BR with Fire place,50774137,Vancouvers Best Superhost!,,Kitsilano,49.26686,-123.16712,Entire home/apt,158,3,44,2019-09-27,1.46,2,59
17930240,Queen Room near Skytrain (Broadway/Commercial),15601435,Kwang,,Kensington-Cedar Cottage,49.26058,-123.06656,Private room,51,3,54,2019-10-19,1.79,2,68
17944736,"Clean, Comfortable, Central Location.",123115979,Kathy,,Kensington-Cedar Cottage,49.23466,-123.07815,Entire home/apt,75,31,26,2019-10-22,0.85,1,0
17964143,Vintage 1950s East Van Family Home Near Skytrain,123356256,Morgan,,Hastings-Sunrise,49.26242,-123.03578,Entire home/apt,120,2,3,2018-08-17,0.11,2,0
17980077,Bright euro loft in central Vancouver!,6510867,Sarah Thomas,,Mount Pleasant,49.26759,-123.09957,Entire home/apt,199,30,0,,,1,0
17981704,Cozy Private Suite in Riley Park,33330383,Christine,,Riley Park,49.23985,-123.09826,Entire home/apt,77,1,147,2019-11-06,4.74,1,30
17994715,Admire Views of Emery Barnes Park at a Soft-Gray Studio,23977001,Emma,,Downtown,49.27565,-123.12225,Entire home/apt,120,30,11,2019-09-01,0.36,10,38
18010575,Gorgeous WaterView w/ parking - DT next to Arenas,123820337,Dane,,Downtown,49.27728,-123.11167,Entire home/apt,188,2,210,2019-10-28,6.89,1,57
18019961,Spacious 3 BR + 3 bath townhouse + secure parking,6120439,Kerry,,Kensington-Cedar Cottage,49.25346,-123.07587,Entire home/apt,300,6,15,2019-08-25,0.55,1,29
18034711,Cozy home in great location close to the beach.,124052402,Marta &,,West End,49.28894,-123.1378,Private room,81,2,27,2019-07-28,0.89,1,0
18040461,Modern studio in the heart of downtown Vancouver,96705185,Polina,,Downtown,49.28056,-123.12514,Entire home/apt,85,30,90,2018-09-01,2.88,1,0
18055787,"Bright Space, Near the Beach and Davie Village",124270036,Ryan,,West End,49.28241,-123.13471,Entire home/apt,160,3,42,2019-09-12,1.40,1,89
18058854,"Spacious, Bright 1 BR suite in East Vancouver",12956571,Michael,,Hastings-Sunrise,49.26913,-123.05571,Entire home/apt,119,4,89,2019-10-28,2.86,1,360
18062481,Minutes to Beach - Kitsilano Garden Suite,5240733,Margaret,,Kitsilano,49.26619,-123.17282,Entire home/apt,151,3,5,2019-08-22,0.52,1,89
18063805,Skytrain & Airport/2nd FL Private room w/bathroom,28946580,Wen,,Marpole,49.21189,-123.11163,Private room,50,1,50,2019-10-31,3.18,2,226
18076938,"Do Vancouver Sustainably, and in Style.",23038499,Shant,,Mount Pleasant,49.26355,-123.08447,Entire home/apt,188,2,91,2019-10-14,3.10,1,0
18079483,Soak up the Cozy Vibes at an Urban Pad with Neon Lighting,9170613,Unity,,Downtown Eastside,49.2792,-123.09931,Entire home/apt,228,30,15,2019-06-30,0.52,1,0
18089401,Studio With Parking in the Heart of Downtown,179396,Lili,,West End,49.27977,-123.12989,Entire home/apt,139,30,24,2019-09-30,0.82,5,32
18093895,Large corner unit located downtown,6848356,Tina,,Downtown,49.28008,-123.12628,Entire home/apt,176,30,6,2019-07-31,0.43,3,129
18096431,1BR BRIGHT&COZY HOME W/LRG PATIO IN KITSILANO,27948074,Luba,,Kitsilano,49.26728,-123.15749,Entire home/apt,99,30,21,2018-09-02,0.69,1,263
18113231,3 Bdrms Heritage House Heart of Vancouver Downtown,109935779,Andy,,Downtown,49.27603,-123.12275,Entire home/apt,380,1,138,2019-10-24,4.50,2,68
18152388,1 bdrm with ensuite bath in Central Vancouver,117119918,Kitty,,Kensington-Cedar Cottage,49.24014,-123.08867,Private room,41,30,3,2019-01-30,0.18,6,134
18173757,"Cher's at Joyce, clean, large room near SKY TRAIN.",94538242,Cherie,,Renfrew-Collingwood,49.23962,-123.02792,Private room,42,2,136,2019-11-06,4.72,1,139
18177758,Alex House in South Cambie Vancouver,862996,Hong Quan,,South Cambie,49.24722,-123.11727,Entire home/apt,139,1,45,2019-10-13,1.45,1,352
18191035,Luxury Apartment in Yaletown - shared living,38029432,Fiona,,Downtown,49.2782,-123.12587,Shared room,65,1,71,2019-10-17,2.29,2,72
18199695,Cozy private room upstairs in house,102373405,Vicki,,Victoria-Fraserview,49.23103,-123.06897,Private room,48,3,55,2019-10-16,1.79,2,89
18224359,Inspiring 1BR in the Heart of Downtown Vancouver,38459934,Corporate Stays,,Downtown,49.28014,-123.11912,Entire home/apt,145,30,1,2017-07-25,0.04,17,0
18224726,Ultramodern Sleek & Chic 1BR bright @ ❤ Dwtwn!,38459934,Corporate Stays,,Downtown,49.28169,-123.11682,Entire home/apt,151,31,1,2018-06-30,0.06,17,0
18226465,2 Bedroom Suite Off Main St (Riley Park),86719825,Vashti And Simon,,Riley Park,49.23951,-123.10035,Entire home/apt,92,1,121,2019-11-02,3.90,1,137
18231285,Private Room near West Broadway & Granville,125891752,Nimrah,,Fairview,49.25996,-123.13447,Private room,48,30,29,2019-07-01,1.36,1,0
18232252,Modern Minimalist Apartment in Trendy Chinatown,125297404,Richard,,Downtown Eastside,49.27808,-123.09972,Entire home/apt,199,1,93,2019-09-15,3.01,1,16
18237452,Downtown 2BR + 1 BA English Bay/Yaletown w/ AC,29412460,Anita,,Downtown,49.27568,-123.13138,Entire home/apt,273,30,32,2017-10-22,1.03,3,0
18270850,Quaint family style home in quite neighbourhood,126002388,Melanie,,Kensington-Cedar Cottage,49.24917,-123.08165,Entire home/apt,350,1,146,2019-10-28,5.32,2,294
18273285,Character Home in Kits,81542039,Beth,,Kitsilano,49.26514,-123.18559,Entire home/apt,350,4,14,2019-08-25,0.87,1,184
18328785,Perfect long term stay = downtown Vancouver,120651321,Cheri,,Downtown,49.28034,-123.12518,Private room,88,33,3,2019-10-31,0.68,2,179
18339479,"The Yellow House, 3 BDR & Garden",6093659,Ari,,Grandview-Woodland,49.26357,-123.07472,Entire home/apt,399,1,47,2019-08-06,1.53,2,9
18357164,"Cheerful, one bedroom suite in 1940's bungalow.",17965624,Scott,,Hastings-Sunrise,49.2672,-123.04105,Entire home/apt,95,2,70,2019-11-08,4.39,1,135
18359361,Private Room In Heritage Home on Commercial Drive,110997032,Emma,,Grandview-Woodland,49.27263,-123.07316,Private room,65,3,74,2019-10-26,2.42,1,162
18374938,Light the Electric Fire at This Ambient Lit Modern Pad,80942040,Harlene And Sean,,Sunset,49.21271,-123.08518,Entire home/apt,120,1,258,2019-11-07,8.44,1,89
18394679,Beautiful 3 bedroom 2 floor house,81968896,Diane,,Hastings-Sunrise,49.28769,-123.05546,Entire home/apt,189,1,243,2019-11-08,8.48,1,173
18397672,Gem of a  place with Superhost! Not to be missed,108760439,Victoria,,Riley Park,49.25346,-123.09778,Entire home/apt,99,30,51,2019-10-27,1.67,1,45
18408083,D8 - elegant 1 bedroom,30899,Rami,,Downtown,49.27663,-123.12572,Entire home/apt,92,30,5,2018-10-16,0.21,43,196
18408882,West Coast Guest House,63299080,Karla,,Grandview-Woodland,49.26955,-123.06434,Entire home/apt,135,3,83,2019-10-26,2.72,2,209
18416487,Modern and Bright Downtown/Yaletown Condo,3731102,Karen,,Downtown,49.27951,-123.12042,Entire home/apt,85,31,5,2019-02-06,0.24,2,0
18416795,[CENTRAL] Downtown Condo (1 bed + 1 Solarium),87766042,Jay,,Downtown,49.28124,-123.11854,Entire home/apt,239,30,34,2018-09-05,1.11,1,21
18417080,"Vancouver Sunrise 1 Bedroom, Shared",127627207,Brian,,Hastings-Sunrise,49.27861,-123.0504,Private room,40,3,36,2019-09-03,1.20,2,88
18424386,Heritage Home Vancouver/ Mount Pleasant,21665633,Shawna,,Mount Pleasant,49.26535,-123.1098,Entire home/apt,129,1,139,2019-10-26,4.65,1,318
18428534,Yaletown Garden Patio Condo,101423730,Taren,,Downtown,49.27781,-123.11835,Entire home/apt,140,30,11,2019-11-04,0.44,1,0
18446086,Newly Renovated 3 BDR Suite with parking,2582774,Chun Cheung,,Renfrew-Collingwood,49.24926,-123.02744,Entire home/apt,169,2,66,2019-09-22,2.21,1,59
18451694,Garden Suite,127930252,June,,Kitsilano,49.26152,-123.1791,Entire home/apt,119,30,47,2018-09-02,1.54,1,88
18464768,Family home at Forest's Edge,20529415,Carol & Dave,,Dunbar Southlands,49.25392,-123.19445,Entire home/apt,399,1,17,2019-08-21,0.56,1,54
18482766,Owl's Hollow,15029850,Pawel,,Kitsilano,49.26035,-123.17278,Private room,50,30,65,2019-09-01,2.13,2,95
18486604,Private Suite in a Convenient Location,63680516,Aaron,,Renfrew-Collingwood,49.25077,-123.02931,Entire home/apt,50,1,127,2019-10-25,4.15,1,205
18487637,Beachfront Log Cabin Getaway with Patio,34776663,Tom & Veronica,,West Point Grey,49.27378,-123.20687,Entire home/apt,383,1,67,2019-11-05,2.30,1,282
18488031,Relaxing home in East Van. Renfrew - Sunrise Area,5348842,Joe,,Hastings-Sunrise,49.27995,-123.05402,Entire home/apt,193,3,119,2019-11-01,4.19,2,310
18503614,Elegant.modern.spacious Suite in Kits West,918437,Annamaria,,Kitsilano,49.2611,-123.18215,Entire home/apt,131,1,195,2019-11-06,6.38,1,62
18504108,Contemporary-Cool Retreat with Sleek Glass and Metallics,23977001,Emma,,Downtown,49.2783,-123.12207,Entire home/apt,129,30,8,2019-10-31,0.28,10,309
18507432,Kits Character Apartment Rental,119128573,Erica,,Kitsilano,49.26881,-123.15728,Private room,40,30,3,2018-05-31,0.10,1,0
18507695,"1 BED, Newly Renovated,  Private & Great Location",12423108,Alexis,,Kitsilano,49.27199,-123.15189,Entire home/apt,193,4,37,2019-02-09,1.28,1,0
18508187,"New bedroom, private washroom, free WIFI for 2",19845741,Lucy,,Renfrew-Collingwood,49.23382,-123.05821,Private room,70,2,38,2019-09-08,1.24,1,180
18510191,Cosy private suite in vibrant Commercial Drive,958297,Elana & Gary,,Kensington-Cedar Cottage,49.26232,-123.07071,Entire home/apt,110,3,23,2019-08-17,0.78,2,145
18523514,Historic Cedar Cottage Garden Suite,20535222,Katy,,Kensington-Cedar Cottage,49.24903,-123.07412,Entire home/apt,81,30,90,2019-10-06,3.01,3,9
18526737,Brand new Garden Suite!,122110847,Andrew,,West Point Grey,49.26634,-123.18817,Entire home/apt,184,1,212,2019-11-03,7.04,2,165
18527181,"L'hermitage Residence 2 bdrm+den, 2 bath downtown",128619726,Amish,,Downtown,49.27974,-123.11726,Entire home/apt,250,30,5,2019-07-21,0.17,2,336
18547907,Kitsilano's Tuscany Villa,21458071,Ali,,Kitsilano,49.27119,-123.14735,Entire home/apt,165,3,41,2019-09-29,1.46,1,40
